Image,BoundingBoxes,Labels
maksssksksss424.png,"[{""height"":16,""label"":""Face"",""left"":14,""top"":185,""width"":8},{""height"":19,""label"":""Face"",""left"":31,""top"":186,""width"":17},{""height"":12,""label"":""Face"",""left"":67,""top"":181,""width"":7},{""height"":16,""label"":""Face"",""left"":97,""top"":194,""width"":16},{""height"":12,""label"":""Face"",""left"":126,""top"":146,""width"":10},{""height"":13,""label"":""Face"",""left"":135,""top"":150,""width"":14},{""height"":10,""label"":""Face"",""left"":153,""top"":155,""width"":12},{""height"":14,""label"":""Face"",""left"":142,""top"":171,""width"":13},{""height"":13,""label"":""Face"",""left"":122,""top"":181,""width"":15},{""height"":16,""label"":""Face"",""left"":159,""top"":173,""width"":15},{""height"":17,""label"":""Face"",""left"":176,""top"":159,""width"":14},{""height"":12,""label"":""Face"",""left"":214,""top"":153,""width"":12},{""height"":17,""label"":""Face"",""left"":194,""top"":179,""width"":16},{""height"":20,""label"":""Face"",""left"":203,""top"":197,""width"":17},{""height"":16,""label"":""Face"",""left"":233,""top"":148,""width"":15},{""height"":19,""label"":""Face"",""left"":221,""top"":248,""width"":19},{""height"":10,""label"":""Face"",""left"":222,""top"":125,""width"":11},{""height"":11,""label"":""Face"",""left"":201,""top"":115,""width"":9},{""height"":11,""label"":""Face"",""left"":242,""top"":126,""width"":10},{""height"":10,""label"":""Face"",""left"":287,""top"":106,""width"":10},{""height"":8,""label"":""Face"",""left"":312,""top"":110,""width"":7},{""height"":9,""label"":""Face"",""left"":358,""top"":130,""width"":10}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss425.png,"[{""height"":144,""label"":""Face"",""left"":203,""top"":122,""width"":146}]","[""Wearing Mask Correctly""]"
maksssksksss426.png,"[{""height"":169,""label"":""Face"",""left"":154,""top"":78,""width"":159}]","[""Wearing Mask Correctly""]"
maksssksksss427.png,"[{""height"":68,""label"":""Face"",""left"":120,""top"":61,""width"":62},{""height"":17,""label"":""Face"",""left"":52,""top"":68,""width"":16},{""height"":22,""label"":""Face"",""left"":216,""top"":64,""width"":22},{""height"":87,""label"":""Face"",""left"":299,""top"":1,""width"":96}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss428.png,"[{""height"":22,""label"":""Face"",""left"":34,""top"":153,""width"":29},{""height"":21,""label"":""Face"",""left"":87,""top"":140,""width"":24},{""height"":20,""label"":""Face"",""left"":116,""top"":133,""width"":19},{""height"":27,""label"":""Face"",""left"":138,""top"":207,""width"":30},{""height"":23,""label"":""Face"",""left"":177,""top"":115,""width"":26},{""height"":28,""label"":""Face"",""left"":292,""top"":110,""width"":32},{""height"":20,""label"":""Face"",""left"":366,""top"":133,""width"":16},{""height"":20,""label"":""Face"",""left"":205,""top"":95,""width"":15},{""height"":17,""label"":""Face"",""left"":245,""top"":87,""width"":10},{""height"":15,""label"":""Face"",""left"":218,""top"":63,""width"":14},{""height"":12,""label"":""Face"",""left"":180,""top"":56,""width"":11},{""height"":18,""label"":""Face"",""left"":58,""top"":110,""width"":14},{""height"":12,""label"":""Face"",""left"":101,""top"":93,""width"":15},{""height"":11,""label"":""Face"",""left"":55,""top"":92,""width"":10},{""height"":15,""label"":""Face"",""left"":134,""top"":105,""width"":17},{""height"":12,""label"":""Face"",""left"":121,""top"":64,""width"":9},{""height"":12,""label"":""Face"",""left"":56,""top"":62,""width"":10},{""height"":10,""label"":""Face"",""left"":79,""top"":81,""width"":10},{""height"":10,""label"":""Face"",""left"":34,""top"":87,""width"":9},{""height"":8,""label"":""Face"",""left"":27,""top"":72,""width"":8},{""height"":8,""label"":""Face"",""left"":86,""top"":54,""width"":8}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss429.png,"[{""height"":23,""label"":""Face"",""left"":28,""top"":57,""width"":22},{""height"":21,""label"":""Face"",""left"":102,""top"":112,""width"":22},{""height"":24,""label"":""Face"",""left"":163,""top"":118,""width"":21},{""height"":24,""label"":""Face"",""left"":251,""top"":212,""width"":16}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss43.png,"[{""height"":62,""label"":""Face"",""left"":116,""top"":46,""width"":56},{""height"":26,""label"":""Face"",""left"":7,""top"":121,""width"":24}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss430.png,"[{""height"":57,""label"":""Face"",""left"":112,""top"":87,""width"":64},{""height"":60,""label"":""Face"",""left"":220,""top"":73,""width"":74}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss431.png,"[{""height"":58,""label"":""Face"",""left"":20,""top"":71,""width"":56},{""height"":57,""label"":""Face"",""left"":150,""top"":114,""width"":47},{""height"":43,""label"":""Face"",""left"":201,""top"":149,""width"":29},{""height"":52,""label"":""Face"",""left"":241,""top"":153,""width"":50},{""height"":45,""label"":""Face"",""left"":309,""top"":140,""width"":36},{""height"":32,""label"":""Face"",""left"":250,""top"":67,""width"":25},{""height"":27,""label"":""Face"",""left"":276,""top"":60,""width"":26},{""height"":24,""label"":""Face"",""left"":196,""top"":48,""width"":18},{""height"":22,""label"":""Face"",""left"":214,""top"":35,""width"":20},{""height"":22,""label"":""Face"",""left"":178,""top"":65,""width"":26},{""height"":15,""label"":""Face"",""left"":232,""top"":11,""width"":16},{""height"":13,""label"":""Face"",""left"":266,""top"":6,""width"":15},{""height"":14,""label"":""Face"",""left"":207,""top"":8,""width"":15}]","[""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss432.png,"[{""height"":73,""label"":""Face"",""left"":181,""top"":75,""width"":66}]","[""Wearing Mask Correctly""]"
maksssksksss433.png,"[{""height"":132,""label"":""Face"",""left"":132,""top"":191,""width"":90}]","[""Wearing Mask Correctly""]"
maksssksksss434.png,"[{""height"":184,""label"":""Face"",""left"":138,""top"":155,""width"":187}]","[""Wearing Mask Correctly""]"
maksssksksss435.png,"[{""height"":23,""label"":""Face"",""left"":94,""top"":48,""width"":21},{""height"":18,""label"":""Face"",""left"":85,""top"":164,""width"":21},{""height"":35,""label"":""Face"",""left"":164,""top"":51,""width"":29},{""height"":47,""label"":""Face"",""left"":229,""top"":25,""width"":38},{""height"":30,""label"":""Face"",""left"":263,""top"":57,""width"":28}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss436.png,"[{""height"":52,""label"":""Face"",""left"":79,""top"":174,""width"":47},{""height"":58,""label"":""Face"",""left"":206,""top"":120,""width"":53}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss437.png,"[{""height"":46,""label"":""Face"",""left"":82,""top"":43,""width"":31},{""height"":20,""label"":""Face"",""left"":131,""top"":111,""width"":16},{""height"":17,""label"":""Face"",""left"":145,""top"":114,""width"":10},{""height"":30,""label"":""Face"",""left"":205,""top"":109,""width"":27},{""height"":29,""label"":""Face"",""left"":276,""top"":102,""width"":26}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss438.png,"[{""height"":14,""label"":""Face"",""left"":78,""top"":22,""width"":14},{""height"":15,""label"":""Face"",""left"":152,""top"":13,""width"":14},{""height"":14,""label"":""Face"",""left"":233,""top"":32,""width"":13},{""height"":18,""label"":""Face"",""left"":293,""top"":28,""width"":11}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss439.png,"[{""height"":35,""label"":""Face"",""left"":192,""top"":120,""width"":32},{""height"":47,""label"":""Face"",""left"":287,""top"":110,""width"":32},{""height"":20,""label"":""Face"",""left"":134,""top"":126,""width"":17},{""height"":16,""label"":""Face"",""left"":171,""top"":132,""width"":16}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss44.png,"[{""height"":43,""label"":""Face"",""left"":43,""top"":139,""width"":37},{""height"":55,""label"":""Face"",""left"":140,""top"":93,""width"":48},{""height"":73,""label"":""Face"",""left"":261,""top"":47,""width"":60},{""height"":78,""label"":""Face"",""left"":332,""top"":12,""width"":62}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss440.png,"[{""height"":22,""label"":""Face"",""left"":81,""top"":25,""width"":21},{""height"":20,""label"":""Face"",""left"":101,""top"":30,""width"":13},{""height"":14,""label"":""Face"",""left"":122,""top"":48,""width"":12},{""height"":15,""label"":""Face"",""left"":158,""top"":46,""width"":14},{""height"":28,""label"":""Face"",""left"":184,""top"":49,""width"":32},{""height"":20,""label"":""Face"",""left"":240,""top"":40,""width"":13},{""height"":23,""label"":""Face"",""left"":303,""top"":29,""width"":20},{""height"":21,""label"":""Face"",""left"":353,""top"":30,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly""]"
maksssksksss441.png,"[{""height"":50,""label"":""Face"",""left"":17,""top"":156,""width"":50},{""height"":63,""label"":""Face"",""left"":102,""top"":120,""width"":57},{""height"":68,""label"":""Face"",""left"":206,""top"":117,""width"":61}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss442.png,"[{""height"":140,""label"":""Face"",""left"":89,""top"":169,""width"":126}]","[""Not Wearing Mask""]"
maksssksksss443.png,"[{""height"":109,""label"":""Face"",""left"":89,""top"":155,""width"":98}]","[""Not Wearing Mask""]"
maksssksksss444.png,"[{""height"":24,""label"":""Face"",""left"":109,""top"":156,""width"":15},{""height"":38,""label"":""Face"",""left"":242,""top"":146,""width"":40},{""height"":32,""label"":""Face"",""left"":301,""top"":132,""width"":31},{""height"":37,""label"":""Face"",""left"":346,""top"":159,""width"":37}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss445.png,"[{""height"":33,""label"":""Face"",""left"":17,""top"":104,""width"":38},{""height"":33,""label"":""Face"",""left"":52,""top"":78,""width"":34},{""height"":37,""label"":""Face"",""left"":72,""top"":56,""width"":29},{""height"":35,""label"":""Face"",""left"":142,""top"":73,""width"":35},{""height"":34,""label"":""Face"",""left"":180,""top"":56,""width"":30},{""height"":28,""label"":""Face"",""left"":240,""top"":68,""width"":24},{""height"":35,""label"":""Face"",""left"":267,""top"":62,""width"":31},{""height"":27,""label"":""Face"",""left"":332,""top"":34,""width"":18},{""height"":23,""label"":""Face"",""left"":377,""top"":39,""width"":19},{""height"":29,""label"":""Face"",""left"":199,""top"":237,""width"":31}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly""]"
maksssksksss446.png,"[{""height"":337,""label"":""Face"",""left"":78,""top"":49,""width"":317}]","[""Wearing Mask Correctly""]"
maksssksksss447.png,"[{""height"":19,""label"":""Face"",""left"":108,""top"":60,""width"":19},{""height"":18,""label"":""Face"",""left"":201,""top"":84,""width"":16},{""height"":23,""label"":""Face"",""left"":313,""top"":74,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss448.png,"[{""height"":45,""label"":""Face"",""left"":282,""top"":39,""width"":39},{""height"":35,""label"":""Face"",""left"":230,""top"":34,""width"":34},{""height"":41,""label"":""Face"",""left"":194,""top"":60,""width"":38},{""height"":49,""label"":""Face"",""left"":99,""top"":50,""width"":51}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss449.png,"[{""height"":23,""label"":""Face"",""left"":94,""top"":60,""width"":24},{""height"":21,""label"":""Face"",""left"":124,""top"":72,""width"":23},{""height"":34,""label"":""Face"",""left"":157,""top"":44,""width"":29},{""height"":34,""label"":""Face"",""left"":265,""top"":242,""width"":30}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss45.png,"[{""height"":29,""label"":""Face"",""left"":63,""top"":34,""width"":32},{""height"":44,""label"":""Face"",""left"":222,""top"":40,""width"":50},{""height"":44,""label"":""Face"",""left"":250,""top"":159,""width"":29}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss450.png,"[{""height"":37,""label"":""Face"",""left"":65,""top"":100,""width"":36},{""height"":38,""label"":""Face"",""left"":175,""top"":110,""width"":32},{""height"":35,""label"":""Face"",""left"":208,""top"":67,""width"":32},{""height"":35,""label"":""Face"",""left"":327,""top"":95,""width"":33}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss451.png,"[{""height"":12,""label"":""Face"",""left"":11,""top"":1,""width"":22},{""height"":21,""label"":""Face"",""left"":120,""top"":7,""width"":21},{""height"":23,""label"":""Face"",""left"":93,""top"":36,""width"":21},{""height"":19,""label"":""Face"",""left"":161,""top"":9,""width"":18},{""height"":30,""label"":""Face"",""left"":126,""top"":37,""width"":26},{""height"":84,""label"":""Face"",""left"":2,""top"":149,""width"":48},{""height"":19,""label"":""Face"",""left"":230,""top"":48,""width"":14},{""height"":23,""label"":""Face"",""left"":210,""top"":61,""width"":23},{""height"":32,""label"":""Face"",""left"":184,""top"":99,""width"":29},{""height"":27,""label"":""Face"",""left"":265,""top"":25,""width"":22},{""height"":23,""label"":""Face"",""left"":323,""top"":43,""width"":18},{""height"":28,""label"":""Face"",""left"":298,""top"":117,""width"":29},{""height"":22,""label"":""Face"",""left"":363,""top"":86,""width"":23}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss452.png,"[{""height"":40,""label"":""Face"",""left"":39,""top"":53,""width"":34},{""height"":30,""label"":""Face"",""left"":129,""top"":66,""width"":27},{""height"":32,""label"":""Face"",""left"":272,""top"":79,""width"":30}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss453.png,"[{""height"":18,""label"":""Face"",""left"":2,""top"":56,""width"":14},{""height"":21,""label"":""Face"",""left"":18,""top"":46,""width"":19},{""height"":16,""label"":""Face"",""left"":46,""top"":46,""width"":13},{""height"":22,""label"":""Face"",""left"":50,""top"":60,""width"":9},{""height"":18,""label"":""Face"",""left"":19,""top"":109,""width"":13},{""height"":29,""label"":""Face"",""left"":26,""top"":140,""width"":23},{""height"":31,""label"":""Face"",""left"":47,""top"":172,""width"":24},{""height"":27,""label"":""Face"",""left"":97,""top"":273,""width"":34},{""height"":15,""label"":""Face"",""left"":108,""top"":7,""width"":12},{""height"":21,""label"":""Face"",""left"":111,""top"":39,""width"":16},{""height"":22,""label"":""Face"",""left"":133,""top"":51,""width"":13},{""height"":22,""label"":""Face"",""left"":147,""top"":55,""width"":12},{""height"":20,""label"":""Face"",""left"":97,""top"":104,""width"":17},{""height"":27,""label"":""Face"",""left"":124,""top"":148,""width"":19},{""height"":26,""label"":""Face"",""left"":158,""top"":147,""width"":17},{""height"":17,""label"":""Face"",""left"":193,""top"":54,""width"":13},{""height"":18,""label"":""Face"",""left"":208,""top"":54,""width"":11},{""height"":29,""label"":""Face"",""left"":229,""top"":64,""width"":12},{""height"":27,""label"":""Face"",""left"":261,""top"":26,""width"":18},{""height"":19,""label"":""Face"",""left"":296,""top"":39,""width"":14},{""height"":27,""label"":""Face"",""left"":344,""top"":34,""width"":21},{""height"":34,""label"":""Face"",""left"":339,""top"":77,""width"":20},{""height"":12,""label"":""Face"",""left"":108,""top"":10,""width"":14}]","[""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss454.png,"[{""height"":114,""label"":""Face"",""left"":143,""top"":97,""width"":112}]","[""Wearing Mask Correctly""]"
maksssksksss455.png,"[{""height"":151,""label"":""Face"",""left"":115,""top"":222,""width"":110}]","[""Not Wearing Mask""]"
maksssksksss456.png,"[{""height"":71,""label"":""Face"",""left"":171,""top"":70,""width"":61}]","[""Wearing Mask Correctly""]"
maksssksksss457.png,"[{""height"":44,""label"":""Face"",""left"":270,""top"":98,""width"":43},{""height"":40,""label"":""Face"",""left"":189,""top"":60,""width"":39},{""height"":27,""label"":""Face"",""left"":122,""top"":73,""width"":28},{""height"":41,""label"":""Face"",""left"":6,""top"":68,""width"":35},{""height"":18,""label"":""Face"",""left"":334,""top"":92,""width"":17},{""height"":27,""label"":""Face"",""left"":389,""top"":56,""width"":12}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss458.png,"[{""height"":26,""label"":""Face"",""left"":22,""top"":110,""width"":25},{""height"":57,""label"":""Face"",""left"":105,""top"":86,""width"":44},{""height"":41,""label"":""Face"",""left"":146,""top"":118,""width"":36}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss459.png,"[{""height"":50,""label"":""Face"",""left"":60,""top"":67,""width"":55},{""height"":57,""label"":""Face"",""left"":185,""top"":77,""width"":54}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly""]"
maksssksksss46.png,"[{""height"":22,""label"":""Face"",""left"":17,""top"":37,""width"":24},{""height"":17,""label"":""Face"",""left"":68,""top"":21,""width"":19},{""height"":16,""label"":""Face"",""left"":114,""top"":32,""width"":18},{""height"":22,""label"":""Face"",""left"":147,""top"":31,""width"":23},{""height"":17,""label"":""Face"",""left"":207,""top"":20,""width"":16},{""height"":16,""label"":""Face"",""left"":238,""top"":27,""width"":13},{""height"":13,""label"":""Face"",""left"":267,""top"":27,""width"":15},{""height"":17,""label"":""Face"",""left"":287,""top"":22,""width"":15},{""height"":21,""label"":""Face"",""left"":326,""top"":30,""width"":22},{""height"":18,""label"":""Face"",""left"":357,""top"":27,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss460.png,"[{""height"":20,""label"":""Face"",""left"":7,""top"":52,""width"":17},{""height"":36,""label"":""Face"",""left"":26,""top"":58,""width"":27},{""height"":11,""label"":""Face"",""left"":58,""top"":69,""width"":12},{""height"":26,""label"":""Face"",""left"":111,""top"":50,""width"":22},{""height"":19,""label"":""Face"",""left"":134,""top"":63,""width"":14},{""height"":19,""label"":""Face"",""left"":206,""top"":69,""width"":15},{""height"":20,""label"":""Face"",""left"":226,""top"":56,""width"":15},{""height"":20,""label"":""Face"",""left"":243,""top"":75,""width"":17},{""height"":24,""label"":""Face"",""left"":307,""top"":80,""width"":21},{""height"":10,""label"":""Face"",""left"":155,""top"":91,""width"":11},{""height"":8,""label"":""Face"",""left"":375,""top"":58,""width"":8},{""height"":12,""label"":""Face"",""left"":278,""top"":58,""width"":10}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss461.png,"[{""height"":44,""label"":""Face"",""left"":218,""top"":185,""width"":45},{""height"":52,""label"":""Face"",""left"":300,""top"":124,""width"":47},{""height"":61,""label"":""Face"",""left"":368,""top"":135,""width"":27},{""height"":34,""label"":""Face"",""left"":369,""top"":47,""width"":26},{""height"":42,""label"":""Face"",""left"":244,""top"":117,""width"":37},{""height"":48,""label"":""Face"",""left"":141,""top"":80,""width"":45},{""height"":37,""label"":""Face"",""left"":92,""top"":72,""width"":33},{""height"":34,""label"":""Face"",""left"":57,""top"":106,""width"":34},{""height"":26,""label"":""Face"",""left"":21,""top"":95,""width"":24}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss462.png,"[{""height"":35,""label"":""Face"",""left"":119,""top"":38,""width"":29}]","[""Wearing Mask Correctly""]"
maksssksksss463.png,"[{""height"":125,""label"":""Face"",""left"":136,""top"":101,""width"":122}]","[""Wearing Mask Correctly""]"
maksssksksss464.png,"[{""height"":55,""label"":""Face"",""left"":57,""top"":67,""width"":50},{""height"":35,""label"":""Face"",""left"":188,""top"":111,""width"":30},{""height"":34,""label"":""Face"",""left"":233,""top"":83,""width"":29},{""height"":29,""label"":""Face"",""left"":268,""top"":187,""width"":22}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss465.png,"[{""height"":86,""label"":""Face"",""left"":231,""top"":42,""width"":66}]","[""Wearing Mask Correctly""]"
maksssksksss466.png,"[{""height"":60,""label"":""Face"",""left"":11,""top"":89,""width"":42},{""height"":51,""label"":""Face"",""left"":71,""top"":60,""width"":51},{""height"":50,""label"":""Face"",""left"":142,""top"":117,""width"":55},{""height"":51,""label"":""Face"",""left"":265,""top"":53,""width"":45}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss467.png,"[{""height"":38,""label"":""Face"",""left"":56,""top"":89,""width"":42},{""height"":33,""label"":""Face"",""left"":181,""top"":62,""width"":34},{""height"":30,""label"":""Face"",""left"":291,""top"":61,""width"":27},{""height"":29,""label"":""Face"",""left"":318,""top"":91,""width"":30},{""height"":23,""label"":""Face"",""left"":261,""top"":73,""width"":17},{""height"":22,""label"":""Face"",""left"":152,""top"":76,""width"":19}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask""]"
maksssksksss468.png,"[{""height"":129,""label"":""Face"",""left"":100,""top"":144,""width"":115}]","[""Wearing Mask Correctly""]"
maksssksksss469.png,"[{""height"":75,""label"":""Face"",""left"":166,""top"":100,""width"":77},{""height"":47,""label"":""Face"",""left"":254,""top"":125,""width"":61}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss47.png,"[{""height"":143,""label"":""Face"",""left"":152,""top"":64,""width"":133}]","[""Wearing Mask Correctly""]"
maksssksksss470.png,"[{""height"":47,""label"":""Face"",""left"":52,""top"":28,""width"":48},{""height"":28,""label"":""Face"",""left"":95,""top"":63,""width"":28},{""height"":43,""label"":""Face"",""left"":151,""top"":58,""width"":37},{""height"":48,""label"":""Face"",""left"":276,""top"":40,""width"":28},{""height"":34,""label"":""Face"",""left"":344,""top"":56,""width"":33}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss471.png,"[{""height"":42,""label"":""Face"",""left"":65,""top"":71,""width"":35},{""height"":27,""label"":""Face"",""left"":134,""top"":61,""width"":19},{""height"":33,""label"":""Face"",""left"":168,""top"":35,""width"":26},{""height"":23,""label"":""Face"",""left"":363,""top"":52,""width"":23},{""height"":17,""label"":""Face"",""left"":336,""top"":78,""width"":21}]","[""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss472.png,"[{""height"":49,""label"":""Face"",""left"":220,""top"":68,""width"":36}]","[""Wearing Mask Correctly""]"
maksssksksss473.png,"[{""height"":44,""label"":""Face"",""left"":53,""top"":79,""width"":38},{""height"":34,""label"":""Face"",""left"":110,""top"":49,""width"":34},{""height"":39,""label"":""Face"",""left"":244,""top"":28,""width"":32},{""height"":37,""label"":""Face"",""left"":300,""top"":75,""width"":32}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss474.png,"[{""height"":35,""label"":""Face"",""left"":1,""top"":163,""width"":31},{""height"":24,""label"":""Face"",""left"":49,""top"":159,""width"":27},{""height"":22,""label"":""Face"",""left"":154,""top"":45,""width"":24},{""height"":26,""label"":""Face"",""left"":238,""top"":21,""width"":22}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
